"Feature ID"	"Expression values"	"Gene length"	"Unique gene reads"	"Total gene reads"	"RPKM"	"Chromosome region start"	"Chromosome region end"
MT3080.1	83.229	219	313	313	83.229	3353696	3353914
ilvC	126.575	1014	2204	2204	126.575	3353961	3354974
ilvH	113.136	507	985	985	113.136	3355000	3355506
ilvB	100.035	1857	3190	3190	100.035	3355506	3357362
MT3084	56.036	636	612	612	56.036	3357495	3358130
MT3085	229.607	840	3312	3312	229.607	3358069	3358908
MT3086	91.191	1122	1757	1757	91.191	3359085	3360206
MT3087	36.775	711	449	449	36.775	3360212	3360922
MT3088	29.303	624	314	314	29.303	3361020	3361643
gatB	56.293	1530	1479	1479	56.293	3361640	3363169
pfkA	44.014	1032	780	780	44.014	3363199	3364230
gatA	14.156	1485	361	361	14.156	3364326	3365810
gatC	14.364	300	74	74	14.364	3365807	3366106
MT3093	14.095	723	175	175	14.095	3366125	3366847
ligA	18.401	2076	656	656	18.401	3366921	3368996
MT3095	10.452	1014	182	182	10.452	3369027	3370040
MT3096	20.52	630	222	222	20.52	3370134	3370763
MT3097	5.41	366	34	34	5.41	3370867	3371232
MT3098	1.998	408	5	14	1.998	3371316	3371723
MT3099	8.192	327	0	46	8.192	3371759	3372085
MT3100	4.935	885	0	75	4.935	3372136	3373020
MT3101	8.801	933	76	141	8.801	3373047	3373979
MT3102	1.879	93	3	3	1.879	3373976	3374068
MT3103	5.264	177	16	16	5.264	3374231	3374407
MT3104	3.402	291	17	17	3.402	3374447	3374737
MT3105	6.219	309	33	33	6.219	3374772	3375080
MT3106	4.007	1308	38	90	4.007	3375112	3376419
MT3106.1	3.517	414	25	25	3.517	3376416	3376829
MT3107	8.586	1248	0	184	8.586	3377112	3378359
mnmA	40.299	1104	764	764	40.299	3378522	3379625
MT3109	75.674	1182	1536	1536	75.674	3379622	3380803
MT3110	4.837	915	76	76	4.837	3380900	3381814
MT3111	7.985	846	116	116	7.985	3381811	3382656
etfA	121.396	957	1995	1995	121.396	3382812	3383768
etfB	153.69	801	2114	2114	153.69	3383807	3384607
MT3114	41.646	825	590	590	41.646	3384838	3385662
MT3115	35.618	1581	967	967	35.618	3385659	3387239
MT3116	35.735	1245	764	764	35.735	3387271	3388515
MT3117	13.289	390	89	89	13.289	3388549	3388938
MT3118	11.35	549	107	107	11.35	3389117	3389665
MT3119	44.284	789	600	600	44.284	3389756	3390544
MT3120	31.133	1083	579	579	31.133	3391116	3392198
MT3121	24.86	684	292	292	24.86	3392195	3392878
MT3122	23.683	1077	438	438	23.683	3392951	3394027
MT3123	87.114	984	1472	1472	87.114	3394162	3395145
MT3124	23.598	765	310	310	23.598	3395156	3395920
MT3125	25.255	867	376	376	25.255	3395929	3396795
MT3126	31.071	864	461	461	31.071	3396792	3397655
serB	60.838	1230	1285	1285	60.838	3397670	3398899
ctaD	85.017	1722	2514	2514	85.017	3398937	3400658
MT3129	51.073	984	863	863	51.073	3400969	3401952
adh	146.787	1041	2624	2624	146.787	3402022	3403062
MT3131	67.706	375	436	436	67.706	3403051	3403425
MT3131.1	22.707	159	62	62	22.707	3403399	3403557
MT3132	34.736	285	170	170	34.736	3403759	3404043
nrdF2	113.959	975	1908	1908	113.959	3404141	3405115
MT3134	165.938	1575	4488	4488	165.938	3405246	3406820
MT3135	30.975	141	75	75	30.975	3406817	3406957
MT3136	168.885	741	2149	2149	168.885	3406954	3407694
nrdE	352.316	2178	13177	13177	352.316	3407822	3409999
nrdI	318.678	453	2479	2479	318.678	3409969	3410421
MT3139	486.494	240	2005	2005	486.494	3410456	3410695
MT3139.1	413.387	405	2875	2875	413.387	3410673	3411077
MT3140	10.353	585	100	104	10.353	3411158	3411742
MT3141	10.582	831	147	151	10.582	3411588	3412418
MT3142	18.796	1041	336	336	18.796	3412428	3413468
MT3143	30.195	864	448	448	30.195	3413522	3414385
MT3144	49.344	714	605	605	49.344	3414449	3415162
MT3145	23.585	1479	599	599	23.585	3415215	3416693
MT3145.1	10.834	129	24	24	10.834	3416636	3416764
MT3146	46.116	1533	1214	1214	46.116	3417464	3418996
MT3147	102.191	2166	3801	3801	102.191	3419053	3421218
ligB	23.118	1524	605	605	23.118	3421375	3422898
cstA	11.79	2277	461	461	11.79	3423034	3425310
MT3149.1	5.728	183	18	18	5.728	3425359	3425541
MT3150	21.188	426	155	155	21.188	3425616	3426041
emrE	53.381	324	297	297	53.381	3426178	3426501
MT3151	47.237	609	494	494	47.237	3426498	3427106
MT3152	31.455	411	222	222	31.455	3427219	3427629
MTt37	5.584	73	7	7	5.584	3427631	3427703
pgmA	11.477	1644	324	324	11.477	3427770	3429413
ccrB (NC_002755 3429482..3429881)	15.179	399	104	104	15.179	3429483	3429881
ccrB (NC_002755 3429877..3430258)	11.005	381	72	72	11.005	3429878	3430258
MT3155	8.386	1125	162	162	8.386	3430240	3431364
MT3156	4.118	99	7	7	4.118	3431406	3431504
MT3157	13.091	516	116	116	13.091	3431589	3432104
MT3158	20.716	357	127	127	20.716	3432120	3432476
MT3159	54.625	1275	1196	1196	54.625	3432570	3433844
MT3160	78.401	924	1244	1244	78.401	3433841	3434764
MT3161	21.242	477	174	174	21.242	3434863	3435339
MT3162	9.802	1812	305	305	9.802	3435332	3437143
habA	11.299	402	78	78	11.299	3437144	3437545
MT3164	7.877	828	112	112	7.877	3437561	3438388
MT3165	16.721	3333	957	957	16.721	3438447	3441779
MT3166	12.526	1311	282	282	12.526	3441759	3443069
MT3167	6.874	1059	125	125	6.874	3443195	3444253
MT3168	152.589	1488	3899	3899	152.589	3444295	3445782
bah	118.729	927	1890	1890	118.729	3445788	3446714
MT3170	109.32	831	1560	1560	109.32	3446711	3447541
MT3171	176.7	1107	3359	3359	176.7	3447572	3448678
MT3172	83.706	1422	2044	2044	83.706	3448713	3450134
MT3173	65.263	1425	1597	1597	65.263	3450131	3451555
MT3174	55.384	1512	1438	1438	55.384	3451552	3453063
MT3174.1	8.627	108	16	16	8.627	3453150	3453257
MT3174.2	3.267	303	17	17	3.267	3453560	3453862
MT3175	9.312	888	142	142	9.312	3454002	3454889
MT3176	37.205	1692	1081	1081	37.205	3454907	3456598
MT3176.1	191.077	921	3022	3022	191.077	3456605	3457525
MT3177	166.052	1010	2880	2880	166.052	3457551	3458560
MT3178	197.102	1188	4021	4021	197.102	3458557	3459744
MT3179	101.329	477	830	830	101.329	3459769	3460245
MT3180	58.744	1140	1150	1150	58.744	3460343	3461482
MT3181	6.337	1314	143	143	6.337	3461574	3462887
MT3182	75.688	744	967	967	75.688	3463006	3463749
MT3183	65.342	852	956	956	65.342	3464209	3465060
smpB	17.603	483	146	146	17.603	3465097	3465579
ftsX	26.316	894	404	404	26.316	3465582	3466475
ftsE	17.47	690	207	207	17.47	3466476	3467165
MT3186.1	19.289	477	158	158	19.289	3467209	3467685
MT3187	51.826	927	825	825	51.826	3467648	3468574
prfB	42.475	1116	814	814	42.475	3468564	3469679
fprA	24.126	1371	568	568	24.126	3469804	3471174
MT3190	15.257	1584	415	415	15.257	3471175	3472758
MT3191	16.671	510	146	146	16.671	3472788	3473297
moaA-2	3.998	1107	76	76	3.998	3473419	3474525
MT3193	5.973	429	44	44	5.973	3474543	3474971
moaC (NC_002755 3474967..3475480)	4.2	513	37	37	4.2	3474968	3475480
moaD	4.16	252	18	18	4.16	3475497	3475748
MT3195	3.656	669	42	42	3.656	3475871	3476539
MT3196	4.13	564	40	40	4.13	3476523	3477086
MT3197	9.006	1248	0	193	9.006	3477248	3478495
MT3198	29.067	1170	584	584	29.067	3478573	3479742
sseA-3	65.007	834	0	931	65.007	3479771	3480604
MT3200	67.843	303	0	353	67.843	3480606	3480908
moaE-2	65.578	444	500	500	65.578	3480929	3481372
MT3202	37.47	603	388	388	37.47	3481369	3481971
MT3203	26.333	1203	544	544	26.333	3482306	3483508
MT3204	16.923	234	68	68	16.923	3483590	3483823
MT3205	75.172	471	608	608	75.172	3483886	3484356
MT3206	37.609	480	310	310	37.609	3484381	3484860
MT3207	2.478	141	6	6	2.478	3484966	3485106
MT3208	4.48	936	72	72	4.48	3485237	3486172
MT3209	9.26	1176	187	187	9.26	3486273	3487448
MT3210	2.471	165	7	7	2.471	3487499	3487663
MT3211	7.764	315	42	42	7.764	3487605	3487919
MT3212	13.015	1047	234	234	13.015	3487932	3488978
MT3214	4.796	1275	105	105	4.796	3488965	3490239
MT3215	5.771	333	33	33	5.771	3490457	3490789
MT3216	13.513	1392	323	323	13.513	3490772	3492163
MT3217	12.603	1035	224	224	12.603	3492312	3493346
MT3218	24.339	1737	726	726	24.339	3493326	3495062
MT3219	31.966	654	359	359	31.966	3495059	3495712
MT3220	21.143	807	293	293	21.143	3495740	3496546
MT3220.1	3.798	276	18	18	3.798	3496705	3496980
MT3220.2	181.329	246	766	766	181.329	3496972	3497217
MT3221	155.85	1143	3059	3059	155.85	3497279	3498421
MT3222	61.556	333	352	352	61.556	3498430	3498762
MT3223	22.444	96	37	37	22.444	3498786	3498881
MT3224	19.783	783	266	266	19.783	3498878	3499660
MT3225	33.422	1089	625	625	33.422	3499680	3500768
MT3226	110.921	1407	2680	2680	110.921	3500848	3502254
MT3227	150.075	1206	3108	3108	150.075	3502275	3503480
MT3228	100.231	972	1673	1673	100.231	3503580	3504551
MT3229	73.233	528	664	664	73.233	3504603	3505130
MT3230	85.757	402	592	592	85.757	3505139	3505540
MT3231	98.334	1230	2077	2077	98.334	3505573	3506802
nuoA	144.155	387	958	958	144.155	3507167	3507553
nuoB	129.058	555	1230	1230	129.058	3507562	3508116
nuoC	109.108	633	1186	1186	109.108	3508191	3508823
nuoD	125.931	1323	2861	2861	125.931	3508823	3510145
nuoE	152.451	759	1987	1987	152.451	3510142	3510900
nuoF	122.604	1338	2817	2817	122.604	3510897	3512234
nuoG	227.739	2376	9292	9292	227.739	3512276	3514651
nuoH	205.92	1233	4360	4360	205.92	3514767	3515999
nuoI	234.491	636	2561	2561	234.491	3515992	3516627
nuoJ	182.451	789	2472	2472	182.451	3516624	3517412
nuoK	109.285	300	563	563	109.285	3517409	3517708
nuoL	248.243	1902	8108	8108	248.243	3517719	3519620
nuoM	199.568	1665	5706	5706	199.568	3519614	3521278
nuoN	123.655	1596	3389	3389	123.655	3521275	3522870
MT3247	18.061	1812	465	562	18.061	3522876	3524687
MT3248	48.853	2061	1454	1729	48.853	3524896	3526956
MT3249	132.013	678	1537	1537	132.013	3526972	3527649
MT3250	241.703	1149	4769	4769	241.703	3527624	3528772
MT3251	16.752	438	126	126	16.752	3528842	3529279
MT3252	9.568	1272	209	209	9.568	3529276	3530547
MT3253	13.787	963	228	228	13.787	3530577	3531539
MT3254	8.319	483	69	69	8.319	3531547	3532029
MT3255	11.816	966	196	196	11.816	3532026	3532991
MT3256	4.895	690	58	58	4.895	3533065	3533754
MT3257	8.502	1137	166	166	8.502	3533736	3534872
MT3258	17.786	1254	378	383	17.786	3534743	3535996
MT3259	19.027	1365	446	446	19.027	3536121	3537485
MT3260	204.956	972	3421	3421	204.956	3537480	3538451
MT3261	15.433	483	128	128	15.433	3538516	3538998
MT3262	81.122	603	840	840	81.122	3539077	3539679
MT3263	4.524	708	55	55	4.524	3539772	3540479
MT3264	16.307	1482	415	415	16.307	3540500	3541981
MT3265	12.046	1020	211	211	12.046	3541978	3542997
MT3266	5.159	903	80	80	5.159	3543039	3543941
MT3267	5.417	516	48	48	5.417	3543916	3544431
MT3268	0.647	180	2	2	0.647	3544511	3544690
MT3269	4.952	294	25	25	4.952	3544671	3544964
MT3270	11.433	1365	268	268	11.433	3545177	3546541
MT3270.1	6.892	414	49	49	6.892	3546598	3547011
MT3271	12.718	435	95	95	12.718	3546888	3547322
MT3272	10.67	453	83	83	10.67	3547325	3547777
MT3273	0.431	135	1	1	0.431	3547745	3547879
MT3274	33.919	285	166	166	33.919	3548068	3548352
MT3275	13.235	330	75	75	13.235	3548349	3548678
MT3275.1	1.797	162	5	5	1.797	3548935	3549096
MT3276	15.562	348	93	93	15.562	3549216	3549563
MT3277	13.41	621	143	143	13.41	3549560	3550180
MT3278	23.321	1266	507	507	23.321	3550340	3551605
MT3279	157.231	210	567	567	157.231	3551773	3551982
MT3280	148.715	186	475	475	148.715	3552017	3552202
MT3281	32.408	1035	576	576	32.408	3552229	3553263
MT3282	1.362	171	4	4	1.362	3553588	3553758
MTt38	1.513	77	2	2	1.513	3554272	3554348
MT3283	5.761	465	46	46	5.761	3554465	3554929
MT3284	2.08	168	6	6	2.08	3554948	3555115
MT3285	62.925	2979	3219	3219	62.925	3555099	3558077
MT3286	16.438	999	282	282	16.438	3558169	3559167
MT3287	13.091	1419	319	319	13.091	3559269	3560687
MT3288	8.088	900	125	125	8.088	3560693	3561592
MT3289	22.019	201	76	76	22.019	3561601	3561801
MT3290	308.456	1344	7119	7119	308.456	3561929	3563272
MT3290.1	37.422	291	187	187	37.422	3563306	3563596
MT3290.2	35.035	123	74	74	35.035	3563740	3563862
MT3291	34.641	2103	1251	1251	34.641	3564014	3566116
MT3292	27.404	255	120	120	27.404	3566240	3566494
nudC	30.724	942	497	497	30.724	3566507	3567448
MT3294	53.108	1068	974	974	53.108	3567507	3568574
MT3295	15.853	3306	900	900	15.853	3568636	3571941
MT3296	25.569	3168	1391	1391	25.569	3571938	3575105
MT3297	16.486	219	62	62	16.486	3575182	3575400
MT3298	19.411	786	262	262	19.411	3575431	3576216
MT3299	35.397	306	186	186	35.397	3576219	3576524
MT3300	96.725	879	1460	1460	96.725	3576531	3577409
MT3301	113.207	1179	2292	2292	113.207	3577436	3578614
MT3302	163.835	1029	2895	2895	163.835	3578705	3579733
MT3303	65.184	687	769	769	65.184	3579908	3580594
MT3304	39.813	294	201	201	39.813	3580581	3580874
MT3305	112.75	564	1092	1092	112.75	3581175	3581738
MT3306	55.64	696	665	665	55.64	3581748	3582443
deaD-2	647.298	1584	17607	17607	647.298	3582702	3584285
MT3308	434.659	1224	9136	9136	434.659	3584298	3585521
MT3309	227.918	801	3135	3135	227.918	3585597	3586397
MT3310	29.074	687	343	343	29.074	3586476	3587162
MT3311	16.393	1119	315	315	16.393	3587159	3588277
MT3312	26.581	333	152	152	26.581	3588425	3588757
MT3313	51.678	453	402	402	51.678	3588700	3589152
MT3314	12.72	966	211	211	12.72	3589369	3590334
MT3315	1398.521	255	6124	6124	1398.521	3590614	3590868
MT3316	118.671	1506	3069	3069	118.671	3590930	3592435
MT3317	140.489	240	579	579	140.489	3592452	3592691
MT3318	124.08	306	652	652	124.08	3592952	3593257
MT3319	99.904	552	947	947	99.904	3593254	3593805
sigH	100.666	855	1478	1478	100.666	3593802	3594656
MT3321	116.399	849	1697	1697	116.399	3594752	3595600
MT3322	49.55	228	194	194	49.55	3595696	3595923
MT3323	41.969	1425	1027	1027	41.969	3595917	3597341
MT3323.1	20.869	759	272	272	20.869	3597465	3598223
aroA	28.665	1353	666	666	28.665	3598278	3599630
MT3325	106.908	993	1823	1823	106.908	3599627	3600619
MT3326	941.671	1284	20763	20763	941.671	3600652	3601935
MT3327	191.921	1143	3767	3767	191.921	3602013	3603155
MT3328	25.349	510	222	222	25.349	3603265	3603774
MT3329	42.56	888	649	649	42.56	3603771	3604658
MT3330	28.972	603	300	300	28.972	3604682	3605284
MT3331	38.965	816	546	546	38.965	3605275	3606090
MT3332	23.674	642	261	261	23.674	3606201	3606842
MT3333	37.515	1158	746	746	37.515	3606860	3608017
MT3334	34.964	483	290	290	34.964	3608022	3608504
MT3335	20.52	735	259	259	20.52	3608565	3609299
MT3337	15.824	3198	869	869	15.824	3609366	3612563
secA-2	68.164	2850	3336	3336	68.164	3612582	3615431
MT3339	120.614	660	1367	1367	120.614	3615510	3616169
MT3340	11.47	726	143	143	11.47	3616470	3617195
MT3341	37.064	861	548	548	37.064	3617149	3618009
MT3342	159.218	1764	4823	4823	159.218	3618059	3619822
mtrB	217.932	1704	6377	6377	217.932	3619810	3621513
mtrA	425.978	708	5179	5179	425.978	3621563	3622270
MT3345	75.207	645	833	833	75.207	3622319	3622963
ahcY	870.805	1488	22251	22251	870.805	3623060	3624547
MT3347	1994.818	693	23739	23739	1994.818	3624652	3625344
MT3348	1711.052	183	5377	5377	1711.052	3625284	3625466
MT3349	1843.385	171	5413	5413	1843.385	3625471	3625641
alkB	1644.88	1251	35336	35336	1644.88	3625638	3626888
MT3351	33.774	1488	863	863	33.774	3626997	3628484
MT3352	31.017	1425	759	759	31.017	3628539	3629963
manA	60.559	1227	1276	1276	60.559	3629941	3631167
MT3354	92.525	1041	1654	1654	92.525	3631175	3632215
manB	157.581	1398	3783	3783	157.581	3632212	3633609
MT3356	133.511	492	1128	1128	133.511	3633711	3634202
MT3357	40.808	528	370	370	40.808	3634217	3634744
MT3358	277.549	372	1773	1773	277.549	3634772	3635143
MT3359	21.925	996	375	375	21.925	3635443	3636438
MT3361	13.229	1347	306	306	13.229	3636435	3637781
MT3362	3.451	135	8	8	3.451	3637882	3638016
MT3363	14.786	1662	422	422	14.786	3638077	3639738
mpg1	75.973	1080	1409	1409	75.973	3639798	3640877
MT3365	48.464	906	754	754	48.464	3640879	3641784
strL	75.226	915	1182	1182	75.226	3641795	3642709
MT3367	193.099	1494	4954	4954	193.099	3642788	3644281
MT3368	132.671	690	1572	1572	132.671	3644320	3645009
MT3369	75.385	438	567	567	75.385	3644978	3645415
MT3370	94.275	2157	3492	3492	94.275	3645426	3647582
MT3371	99.58	669	1144	1144	99.58	3647579	3648247
yfdE	44.474	1185	905	905	44.474	3648348	3649532
MT3373	66.15	2295	2607	2607	66.15	3649537	3651831
MT3374	62.066	1170	1247	1247	62.066	3651820	3652989
purE	41.263	525	372	372	41.263	3653014	3653538
purK	47.129	1290	1044	1044	47.129	3653535	3654824
MT3377	63.898	771	846	846	63.898	3654826	3655596
MT3377.1	46.427	291	232	232	46.427	3655551	3655841
MT3378	11.647	135	27	27	11.647	3656006	3656140
birA	14.54	801	200	200	14.54	3656111	3656911
pccB-4	97.056	1647	2745	2745	97.056	3656961	3658607
MT3380	201.307	429	1483	1483	201.307	3658630	3659058
maf	48.397	669	556	556	48.397	3659055	3659723
sseA-4	173.854	894	2669	2669	173.854	3659764	3660657
MT3383	112.828	432	837	837	112.828	3660654	3661085
bccA-3	143.695	1803	4449	4449	143.695	3661193	3662995
sigF	39.786	786	537	537	39.786	3663005	3663790
MT3386	54.644	438	411	411	54.644	3663787	3664224
MT3387	57.53	414	409	409	57.53	3664422	3664835
MT3388	66.707	378	433	433	66.707	3664870	3665247
lat	258.73	1350	5998	5998	258.73	3665281	3666630
lrp	25.067	453	195	195	25.067	3666681	3667133
MT3391	15.398	1248	330	330	15.398	3667164	3668411
MT3392	30.862	1485	787	787	30.862	3668438	3669922
MT3393	8.627	810	120	120	8.627	3670022	3670831
MT3394	122.326	666	1399	1399	122.326	3670902	3671567
MT3395	38.669	4542	3016	3016	38.669	3671611	3676152
nei	35.941	768	474	474	35.941	3676156	3676923
MT3397	24.821	915	390	390	24.821	3676946	3677860
MT3398	71.605	2979	3663	3663	71.605	3677887	3680865
MT3399	86.653	918	1366	1366	86.653	3680819	3681736
MT3400	178.985	666	2047	2047	178.985	3681748	3682413
glpD-2	298.224	1758	9003	9003	298.224	3682521	3684278
lpdA-2	107.05	1416	2603	2603	107.05	3684359	3685774
MT3403	25.335	639	278	278	25.335	3685874	3686512
MT3404	47.831	1170	961	961	47.831	3686531	3687700
MT3405	73.714	1185	1500	1500	73.714	3687697	3688881
deoD	45.533	807	631	631	45.533	3688946	3689752
manB-2	19.629	1605	541	541	19.629	3689756	3691360
upp	12.225	624	131	131	12.225	3691362	3691985
MT3409	73.245	900	1132	1132	73.245	3692090	3692989
MT3410	47.135	1296	1049	1049	47.135	3692977	3694272
MT3411	14.98	933	240	240	14.98	3694293	3695225
MT3412	22.136	171	65	65	22.136	3695245	3695415
MT3413	96.55	345	572	572	96.55	3695594	3695938
MT3414	18.58	1097	350	350	18.58	3695976	3697072
deoA	14.785	1284	326	326	14.785	3697072	3698355
cdd	7.533	402	52	52	7.533	3698352	3698753
sdhC	26.454	339	154	154	26.454	3698990	3699328
sdhD	28.782	435	215	215	28.782	3699325	3699759
sdhA (NC_002755 3699887..3701660)	21.021	1773	640	640	21.021	3699888	3701660
sdhB	25.588	792	348	348	25.588	3701660	3702451
MT3421	80.903	429	596	596	80.903	3702530	3702958
MT3422	87.95	243	367	367	87.95	3702962	3703204
MT3423	66.85	615	706	706	66.85	3703326	3703940
moaDE	95.919	666	1097	1097	95.919	3703937	3704602
moaC (NC_002755 3704602..3705157)	85.934	555	819	819	85.934	3704603	3705157
MT3426	73.918	375	476	476	73.918	3705133	3705507
moaA-3	84.262	1188	1719	1719	84.262	3705604	3706791
MT3427.1	44.297	117	89	89	44.297	3706819	3706935
MT3428	13.009	1146	256	256	13.009	3707313	3708458
MT3429	5.161	519	46	46	5.161	3708553	3709071
MT3430	11.835	1791	157	364	11.835	3709286	3711076
MT3431	60.36	849	880	880	60.36	3711009	3711857
MT3432	25.646	1401	617	617	25.646	3711923	3713323
MT3433	37.771	1218	790	790	37.771	3713392	3714609
MT3434	27.625	1503	713	713	27.625	3714705	3716207
nagA	36.417	1041	651	651	36.417	3716315	3717355
MT3436	23.186	108	43	43	23.186	3717373	3717480
MT3437	13.573	798	186	186	13.573	3717545	3718342
MT3437.1	3.882	480	32	32	3.882	3718367	3718846
MT3438	24.297	441	184	184	24.297	3718865	3719305
MT3439	34.07	870	509	509	34.07	3719339	3720208
trpS	71.078	1011	1234	1234	71.078	3720229	3721239
MT3441	56.908	747	730	730	56.908	3721410	3722156
icd-2	48.386	1230	1022	1022	48.386	3722223	3723452
MT3443	45.681	1350	1059	1059	45.681	3723735	3725084
metX	71.77	1140	1405	1405	71.77	3725096	3726235
MT3445	78.873	711	963	963	78.873	3726253	3726963
MT3447	14.686	2288	577	577	14.686	3726972	3729259
MT3448	10.421	1017	182	182	10.421	3729308	3730324
MT3449	4.75	4524	369	369	4.75	3730482	3735005
MT3449.1	0.971	120	2	2	0.971	3734990	3735109
MT3449.2	4.853	96	8	8	4.853	3735337	3735432
MT3450	7.674	258	33	34	7.674	3735429	3735686
MT3453	43.272	9501	7049	7060	43.272	3735916	3745416
MT3454	1.184	492	2	10	1.184	3745454	3745945
MT3455	16.807	492	0	142	16.807	3745997	3746488
MT3456	7.466	741	62	95	7.466	3746525	3747265
MT3456.1	5.767	1131	88	112	5.767	3746817	3747947
MT3458	12.241	11356	2386	2387	12.241	3748184	3759539
MT3459	4.175	795	57	57	4.175	3759570	3760364
MT3460	5.949	372	38	38	5.949	3760446	3760817
MT3461	7.089	345	42	42	7.089	3760960	3761304
MT3462	17.171	390	115	115	17.171	3761335	3761724
MT3463	27.136	294	113	137	27.136	3761738	3762031
folD	40.219	834	576	576	40.219	3762028	3762861
MT3465	4.642	276	22	22	4.642	3762997	3763272
MT3466	5.191	258	23	23	5.191	3763269	3763526
MT3467	7.139	1191	146	146	7.139	3763568	3764758
MT3468	11.363	369	72	72	11.363	3764875	3765243
MT3469	20.15	552	191	191	20.15	3765240	3765791
MT3470	30.217	582	302	302	30.217	3765798	3766379
MT3471	24.461	369	155	155	24.461	3766360	3766728
MT3472	34.822	393	235	235	34.822	3766706	3767098
MT3474	60.093	2631	2715	2715	60.093	3767095	3769725
MT3475	6.262	465	50	50	6.262	3769961	3770425
MT3476	35.366	1887	1146	1146	35.366	3770681	3772567
MT3477	18.689	645	207	207	18.689	3772568	3773212
MT3478	29.05	435	217	217	29.05	3773211	3773645
dnaE2	68.864	3276	3874	3874	68.864	3773734	3777009
MT3481	35.87	1341	826	826	35.87	3777165	3778505
MT3482	27.136	1176	548	548	27.136	3778547	3779722
MT3483	9.346	162	26	26	9.346	3779719	3779880
MT3484	18.3	891	280	280	18.3	3779959	3780849
MT3485	9.461	1428	232	232	9.461	3780854	3782281
MT3486	111.214	654	1249	1249	111.214	3782389	3783042
MT3487	37.778	1506	977	977	37.778	3783081	3784586
MT3488	12.157	891	186	186	12.157	3784591	3785481
MT3489	7.83	1837	247	247	7.83	3785490	3787326
lytB-2	27.94	990	475	475	27.94	3787323	3788312
MT3491	38.057	1065	696	696	38.057	3788312	3789376
MT3491.1	12.188	129	27	27	12.188	3789810	3789938
MT3492	36.617	396	249	249	36.617	3790118	3790513
MT3493	92.345	309	490	490	92.345	3790510	3790818
MT3494	10.408	705	126	126	10.408	3790967	3791671
MT3494.1	8.503	678	99	99	8.503	3791661	3792338
MT3495	8.805	2328	352	352	8.805	3792396	3794723
MT3496	81.114	873	1216	1216	81.114	3794794	3795666
MT3497	45.129	711	551	551	45.129	3795740	3796450
MT3498	16.847	1953	565	565	16.847	3796496	3798448
cma1	15.502	864	230	230	15.502	3798449	3799312
MT3500	11.936	927	190	190	11.936	3799336	3800262
MT3501	15.592	1479	396	396	15.592	3800317	3801795
MT3502	30.138	684	354	354	30.138	3801897	3802580
MT3503	7.257	642	80	80	7.257	3802579	3803220
guaA	37.014	1578	1003	1003	37.014	3803376	3804953
crtB	8.328	909	130	130	8.328	3804965	3805873
MT3506	5.716	1080	106	106	5.716	3805902	3806981
MT3507	7.175	1047	129	129	7.175	3807004	3808050
MT3508	46.867	789	635	635	46.867	3808114	3808902
MT3509	50.094	2361	2031	2031	50.094	3808917	3811277
MT3510	13.489	1239	287	287	13.489	3811530	3812768
MT3510.1	9.099	96	15	15	9.099	3812999	3813094
MT3511	16.358	1602	450	450	16.358	3813139	3814740
MT3512	31.884	705	386	386	31.884	3814757	3815461
MT3513	15.919	567	155	155	15.919	3815579	3816145
MT3514	16.067	888	245	245	16.067	3816207	3817094
MT3515	53.769	300	277	277	53.769	3817129	3817428
MT3516	62.579	402	432	432	62.579	3817434	3817835
MT3517	122.502	1737	3654	3654	122.502	3817868	3819604
MT3518	70.572	1128	1367	1367	70.572	3819660	3820787
guaB-2	194.295	1590	5305	5305	194.295	3820807	3822396
MT3520	12.591	111	24	24	12.591	3822504	3822614
MT3521	392.758	411	2772	2772	392.758	3822603	3823013
MT3522	276.61	900	4275	4275	276.61	3823023	3823922
MT3523	346.9	675	4021	4021	346.9	3823915	3824589
MT3524	8.229	828	117	117	8.229	3824571	3825398
MT3525	121.933	309	647	647	121.933	3825769	3826077
groEL (NC_002755 3826148..3827768)	85.805	1620	2387	2387	85.805	3826149	3827768
groES	347.864	303	1810	1810	347.864	3827863	3828165
gcp	68.024	1035	1209	1209	68.024	3828432	3829466
MT3529	58.478	477	479	479	58.478	3829463	3829939
MT3530	61.577	627	663	663	61.577	3829936	3830562
MT3531	62.943	507	548	548	62.943	3830568	3831074
alr	64.593	1227	1361	1361	64.593	3831071	3832297
MT3532.1	4.034	231	16	16	4.034	3832257	3832487
MT3532.2	143.418	363	894	894	143.418	3832591	3832953
MT3533	297.783	537	2746	2746	297.783	3833116	3833652
MT3534	78.195	1164	1563	1563	78.195	3833593	3834756
MT3535	30.61	156	82	82	30.61	3834795	3834950
MT3536	53.381	108	99	99	53.381	3834975	3835082
MT3537	36.551	846	531	531	36.551	3835244	3836089
gadB	19.706	1383	468	468	19.706	3836322	3837704
MT3539	22.974	1422	561	561	22.974	3837742	3839163
MT3540	19.656	714	241	241	19.656	3839165	3839878
MT3541	29.768	939	480	480	29.768	3839889	3840827
glmS	26.989	1875	869	869	26.989	3840965	3842839
MT3542.1	23.074	477	189	189	23.074	3842861	3843337
MT3543	28.737	843	416	416	28.737	3843347	3844189
MT3544	24.098	1404	581	581	24.098	3844209	3845612
MT3545	28.557	312	153	153	28.557	3845615	3845926
glmM	110.458	1347	2555	2555	110.458	3845974	3847320
rpsI	142.008	456	1112	1112	142.008	3847445	3847900
rplM	199.096	444	1518	1518	199.096	3847897	3848340
MT3549	5.958	303	31	31	5.958	3848573	3848875
