Feature ID	Gene length	UK	G1	BC8	C45	C19	G45							
ugpE	846	1004	938	354	125	133	55							
ugpQ	741	972	1050	406	212	215	293							
ugtL	399	793	680	913	585	298	90							
uhpA	591	63	105	113	146	131	68							
uhpB	1503	55	66	108	139	95	58							
uhpC	1329	32	47	70	136	83	59							
uhpT	1392	70	77	101	88	128	67							
ulaA (NC_011294 2448987..2450379)	1392	739	439	985	4205	828	647							
ulaA (NC_011294 4480526..4481924)	1398	647	307	548	272	436	1278							
ulaD	651	144	115	210	104	146	389							
umuC	195	98	106	96	310	92	101							
ung	690	776	810	915	857	845	900							
upp	627	1016	639	878	2761	1618	731							
uppS	759	3475	3960	5520	9395	4773	4707							
uraA	1290	220	129	184	879	432	142							
usg	1014	444	504	1201	1987	1700	615							
ushA	1662	5467	3228	3948	3850	4809	3676							
ushB	756	626	686	910	1097	648	427							
uspA	435	34079	20924	25913	13290	15060	33709							
uspB	336	5084	4576	1353	1178	662	1316							
uup	1908	1633	1803	2076	5487	3203	2075							
uvrA	2826	1981	2197	3130	5157	3611	2758							
uvrB	2022	3919	3844	4524	4680	5178	3024							
uvrC	1833	4758	5205	7862	5955	5739	5879							
uvrD	2163	1309	1537	1997	2906	2126	1511							
uvrY	657	9317	8214	14238	7319	11368	13057							
uxuR	774	1468	1146	1138	1218	1514	1277							
vacB	2439	13435	13853	12810	14343	10943	20750							
vacJ	756	3610	3044	4233	4230	4327	3754							
valS	2856	3598	3914	4971	11292	5917	3322							
virK	930	19908	24538	34250	28167	41040	14615							
visC	1203	1339	1843	1801	1845	1456	1453							
vsr	471	135	198	267	337	217	271							
wcaA	843	122	111	136	82	118	96							
wcaB	489	19	30	22	23	33	30							
wcaC	1218	77	99	59	82	98	60							
wcaD	1215	181	200	148	100	145	138							
wcaE	747	65	41	48	31	37	26							
wcaF	555	23	24	33	6	9	6							
wcaG	966	18	25	14	9	15	23							
wcaH	474	4	12	8	5	19	6							
wcaI	1224	33	36	33	15	17	20							
wcaJ	1395	95	66	46	50	62	35							
wcaK	1281	278	182	148	35	84	118							
wcaL	1221	51	73	79	54	27	28							
wcaM	1404	159	197	200	112	170	175							
wecB	1131	3320	3457	3796	5992	3707	3418							
wecC	1263	879	1322	1161	2314	1470	1242							
wecD	549	155	189	150	424	254	267							
wecE	1131	1210	1638	1691	3299	1978	2008							
wecF	1359	1024	1154	1538	3435	2068	2065							
wecG	741	313	376	333	712	533	527							
wraB	597	12617	11730	6853	653	1542	1199							
wza	1056	18	38	24	12	21	12							
wzb	450	1	2	4	6	2	8							
wzc	2160	107	97	97	99	63	112							
wzxC	1479	72	83	69	48	49	39							
wzxE	1251	637	802	994	2278	1526	1248							
wzzB	984	8657	9443	10390	6211	6002	8080							
wzzE	1047	3617	3343	3216	5390	3516	3428							
xapA	924	11	34	35	7	17	18							
xapB	1257	239	169	241	125	126	234							
xapR	885	131	86	154	69	106	133							
xerC	903	308	448	495	731	714	524							
xerD	897	1561	1471	2370	3408	2749	2259							
xni	816	464	546	675	676	1506	485							
xseA	1350	687	1282	1017	829	683	619							
xseB	243	601	594	779	906	951	648							
xthA	807	1252	1317	1456	1755	1245	1526							
xylA	1323	287	258	481	257	424	378							
xylB	1455	234	230	291	169	186	211							
xylR	1179	1275	969	1161	442	562	1084							
yaaA	774	2047	1812	2453	2239	2003	2387							
yaaH	567	495	430	511	586	538	598							
yaaI	405	119	123	84	88	137	84							
yaaJ	1431	1060	1241	1212	1255	1203	1148							
yaaU	1341	224	202	254	252	241	306							
yaaY	216	156	137	201	78	89	148							
yabB	459	4057	4047	6805	10338	7175	6470							
yabF	531	382	247	202	121	146	124							
yabI	768	491	422	331	573	487	376							
yabN	1659	621	662	576	421	487	630							
yacA	429	965	1290	1030	3218	1446	961							
yacC	348	1342	1614	1630	1855	2414	1735							
yacF	744	1485	1329	2600	2385	2378	1927							
yacG	192	273	271	348	390	362	344							
yacH	1623	177	131	114	145	114	114							
yacL	363	1745	1364	1402	1954	2289	1897							
yadB	942	427	569	609	428	314	266							
yadE	1230	3586	3643	5813	4333	4401	4896							
yadF	663	3284	3220	3595	4096	2981	4161							
yadG	927	2060	1778	1731	2114	1632	1594							
yadH	771	376	445	473	603	435	387							
yadI	441	1777	1339	2063	867	1243	3062							
yadQ	1422	781	856	823	1074	893	594							
yadR	345	2251	2267	3850	1869	2181	3884							
yadS	624	551	604	996	563	565	949							
yaeB	708	268	282	415	537	534	250							
yaeD	567	2365	2412	3629	4375	6641	4620							
yaeE	654	656	412	591	519	756	672							
yaeH	387	35832	19012	12270	4165	17012	15004							
yaeJ	423	390	523	871	771	950	747							
yaeL	1353	7969	9120	12013	40767	20892	11436							
yaeP	219	4427	2726	3308	2124	4155	4221							
yaeQ	546	216	215	338	555	468	280							
yaeR	390	932	1094	1434	1094	1049	1420							
yaeT	2415	17274	20499	26836	102874	69699	34493							
yafC	915	653	565	410	331	300	502							
yafD	780	1188	1155	1636	1981	1335	1653							
yafE	771	1124	1448	1670	1792	1261	2246							
yafJ	768	2203	2178	3550	3280	2266	2833							
yafK	741	3648	2773	3411	4576	4373	3907							
yafS	723	1102	919	790	800	1079	1145							
yafV	768	663	764	790	801	590	815							
yahN	633	743	769	1039	537	888	773							
yahO	276	15960	6576	1056	230	1332	395							
yaiA	192	3708	3283	1718	699	1324	893							
yaiB	267	2087	1302	2254	972	1585	1889							
yaiE	285	821	1019	869	940	671	1025							
yaiI	456	302	355	383	321	348	319							
yaiU	3015	15472	10809	9700	3298	7057	7640							
yaiV	624	357	189	287	66	68	177							
yaiW	1095	753	990	1445	3190	2708	2080							
yaiY	309	248	377	639	870	977	1081							
yaiZ	216	3634	3084	3778	3762	3629	5396							
yajB	582	751	685	681	273	585	588							
yajC	333	2169	2096	3453	5282	4085	2852							
yajD	348	1458	1113	1581	1533	2521	2404							
yajF	909	443	395	451	533	706	412							
yajG	633	574	381	851	1775	1469	705							
yajI	540	252	173	298	179	280	275							
yajO	975	3345	3271	1399	1542	1412	1878							
yajQ	510	5863	4138	6313	10575	10626	4876							
yajR	1365	1033	975	1255	1679	1338	896							
yaoF	252	260	393	425	300	133	357							
ybaB	330	681	929	1444	3156	1961	1311							
ybaE	1464	1205	782	745	502	782	867							
ybaJ	375	9766	5993	3578	2546	8766	8545							
ybaK	480	589	571	940	684	706	676							
ybaL	1677	1104	1348	932	958	514	356							
ybaM	168	196	173	216	131	185	169							
ybaN	378	96	135	164	181	154	164							
ybaO	459	1247	969	1012	687	898	659							
ybaP	795	335	373	500	355	483	325							
ybaV	375	341	263	290	210	317	492							
ybaW	399	2240	2073	903	534	751	664							
ybaX	696	999	1079	1398	1200	1004	932							
ybaY	570	12257	17790	7442	452	908	842							
ybaZ	390	390	513	369	221	190	337							
ybbA	687	342	455	344	745	407	234							
ybbB	1095	915	797	935	1453	1314	968							
ybbJ	453	174	215	253	154	152	228							
ybbK	918	1674	1762	1963	811	697	1901							
ybbL	678	408	373	526	327	438	585							
ybbM	780	552	557	576	674	382	581							
ybbN	855	1461	1315	1083	4093	1078	971							
ybbO	771	1088	1190	1021	797	804	749							
ybbP	2415	559	671	468	1123	550	366							
ybbS	927	423	354	408	295	536	628							
ybbY	1299	120	153	130	59	123	227							
ybcI	546	93	103	103	99	122	74							
ybcJ	213	142	140	133	255	176	165							
ybdA	1245	45	32	37	37	38	27							
ybdB	414	34	28	30	18	24	17							
ybdD	198	1188	1146	497	314	305	517							
ybdF	369	514	381	500	360	658	435							
ybdG	1248	1484	1060	1978	456	522	1513							
ybdH	1089	906	1032	480	649	483	462							
ybdJ	249	437	443	303	264	180	181							
ybdK	1119	1251	1219	411	192	173	138							
ybdL	1161	988	1048	1067	1523	1282	1057							
ybdM	618	1130	700	498	392	511	888							
ybdN	1236	1090	633	533	386	611	768							
ybdO	903	2671	1237	707	558	3549	3979							
ybdQ	429	14676	7509	7660	5693	9975	15096							
ybdR	1239	774	771	429	170	203	94							
ybdZ	219	0	1	4	0	4	0							
ybeA	468	524	628	818	1796	1123	709							
ybeB	318	805	737	977	2017	1504	932							
ybeD	264	7023	3904	5365	6023	3035	3779							
ybeF	954	2052	2127	949	351	517	799							
ybeJ	822	284	532	578	218	243	264							
ybeL	474	7992	6193	3334	3944	5076	7070							
ybeM	789	718	474	278	257	155	261							
ybeQ	996	3308	2391	1437	1018	1418	2297							
ybeR	708	77	16	83	38	47	64							
ybeS	1434	131	163	158	96	134	139							
ybeU	696	150	133	153	142	100	114							
ybeV	1473	307	272	349	242	257	264							
ybeX	879	9126	8884	5697	12314	5040	6145							
ybeY	474	3382	3185	1690	4667	1302	1721							
ybfA	207	3010	4412	4479	6112	4893	3975							
ybfE	294	221	328	323	392	604	291							
ybfF	771	229	203	328	438	368	198							
ybfM	1407	1784	1198	1690	12975	17078	2045							
ybfN	333	156	170	143	2355	3352	170							
ybgC	405	698	681	1072	1473	2132	921							
ybgE	261	1902	2643	3107	2877	2188	3912							
ybgF	789	4750	5868	7230	23884	17846	9456							
ybgH	1482	295	303	249	1487	443	226							
ybgI	744	834	730	859	1044	931	744							
ybgJ	657	192	238	233	259	230	178							
ybgK	933	434	483	573	601	668	452							
ybgL	735	189	208	235	299	321	211							
ybgR	939	724	750	517	227	318	355							
ybgS	387	2858	2415	1393	46	187	262							
ybgT	114	5019	5105	5204	5847	4423	8198							
ybhA	819	681	740	1031	847	747	775							
ybhB	477	499	400	233	271	185	49							
ybhC	1284	391	463	627	1586	1013	539							
ybhE	996	1242	1511	1751	1735	1311	1217							
ybhF	1737	1446	1739	1398	891	1413	942							
ybhK	909	860	627	924	745	742	1049							
ybhL	705	9558	8553	10263	11934	5262	8258							
ybhM	708	1570	1271	1187	299	338	716							
ybhN	963	829	891	783	191	170	313							
ybhO	1242	492	423	381	54	71	39							
ybhP	759	252	269	154	19	28	40							
ybhQ	411	4054	3256	3098	2707	4216	2354							
ybhR	1107	2288	2669	2138	1459	2552	1619							
ybhS	1131	891	1378	1030	766	1052	733							
ybiB	975	1067	1130	1009	1579	686	927							
ybiF	888	228	207	158	103	119	196							
ybiH	675	1928	1442	821	750	778	686							
ybiI	267	469	502	247	222	209	385							
ybiJ	261	387	463	433	698	540	385							
ybiK	942	502	501	346	269	543	331							
ybiN	927	403	581	666	597	523	620							
ybiO	2223	1237	1453	986	519	548	851							
ybiP	1581	1892	1721	3306	2804	5010	3628							
ybiR	1053	374	487	649	649	536	530							
ybiS	921	1246	1446	1666	1926	1542	1404							
ybiT	1593	2301	3009	5010	3761	2955	3030							
ybiU	1266	113	172	76	37	52	50							
ybiV(1)	810	1748	1898	2396	936	1958	2208							
ybjC	291	128	131	149	186	180	113							
ybjD	1659	1146	1230	1691	1112	1655	1329							
ybjE	792	738	755	1147	844	761	752							
ybjG	609	497	835	1346	1586	1603	943							
ybjM	378	595	483	824	381	789	925							
ybjN	477	1372	1256	1376	2194	1700	1575							
ybjO	474	814	926	862	717	589	569							
ybjP	516	1431	1337	1231	1039	1169	828							
ybjR	831	908	1151	1127	1170	1064	844							
ybjT	1434	249	453	450	478	417	255							
ybjX	969	23221	27051	35368	23419	31697	22392							
ybjY	1119	2151	2968	3120	2479	1837	2734							
ybjZ	1947	1920	2659	2945	2929	1932	2545							
ycaD	1149	1560	1621	3700	2086	4267	2564							
ycaI	2265	362	456	435	467	592	484							
ycaJ	1344	1780	2339	2485	2736	2427	2794							
ycaL	762	600	621	554	518	497	431							
ycaM	1422	1416	995	1014	277	295	681							
ycaO	1761	869	1129	1721	5038	2143	1648							
ycaP	693	1301	924	395	154	245	125							
ycaQ	1233	241	424	511	951	596	544							
ycaR	183	988	727	1100	1427	1225	1206							
ycbB	1851	4397	4630	2766	1782	1512	2248							
ycbC	777	544	674	523	362	306	484							
ycbG	453	1903	1284	1329	1449	2410	1980							
ycbK	549	3931	4202	4614	11530	8076	3942							
ycbL	648	1206	1589	1982	5005	4197	1870							
ycbW	543	2258	2123	4243	731	1609	2648							
yccA	579	8199	7777	11713	20293	13160	6715							
yccD	306	1486	1325	1034	769	644	990							
yccF	447	291	223	292	346	397	306							
yccJ	228	16835	13004	8278	870	1617	1909							
yccK	330	1258	966	1321	1364	1779	1213							
yccR	606	929	491	811	460	726	776							
yccS	2154	1223	1443	1719	1582	1498	1537							
yccT	663	1037	749	359	151	185	263							
yccV	318	2123	2011	1124	1702	678	931							
yccW	1212	907	1086	933	1064	733	895							
yccX	282	215	216	226	142	203	226							
ycdC	639	330	432	218	134	177	155							
ycdW	939	391	487	682	698	600	578							
ycdX	738	1901	1882	2736	2878	1999	2501							
ycdY	555	1165	1101	1644	2162	1217	1481							
ycdZ	531	780	873	1079	2642	737	880							
yceA	1053	359	292	385	243	176	281							
yceB	561	6822	6268	6878	6397	10872	12327							
yceD	522	8672	10658	17827	29489	20507	13857							
yceE	1215	1193	1697	809	665	675	609							
yceF	585	455	481	764	663	690	748							
yceG	957	747	906	1202	1238	966	844							
yceH	648	2083	1941	2746	3812	2342	3601							
yceI	576	308	374	250	670	661	222							
yceK	228	2873	1667	870	359	320	365							
yceL	1209	603	546	870	865	771	795							
yceO	114	40	14	30	22	74	43							
ycfC	648	263	396	448	740	675	376							
ycfD	1122	1138	1643	1846	2342	1877	1252							
ycfF	360	3242	2869	1815	1575	1690	1303							
ycfH	798	2026	2102	1973	1319	1057	1131							
ycfJ	540	1256	1232	3520	1712	4005	3548							
ycfL	375	546	623	368	344	502	280							
ycfM	639	2294	2314	1638	1384	1493	1125							
ycfP	543	9458	6255	6526	4879	3892	4885							
ycfQ	636	2926	2084	2445	1193	1647	2187							
ycfR	258	261	174	173	163	237	33							
ycfS	966	210	218	127	743	346	90							
ycfU	1200	483	750	1223	1626	1225	691							
ycfW	1245	972	1211	1764	3006	1981	1597							
ycfX	912	807	839	1492	2294	1318	1333							
ycgB	1527	30901	23872	5431	2681	2979	3653							
ycgL	333	1462	1268	1415	701	806	2220							
ycgM	660	1357	1565	1878	845	827	2511							
ycgN	462	1290	1102	1449	960	995	1988							
ycgO	1734	3283	3739	3441	4254	2503	2638							
ycgR	735	2405	2576	2639	54	47	64							
ychA	810	2794	2716	5107	9021	6604	3213							
ychE	648	438	324	385	492	397	462							
ychF	1092	3198	2891	3475	5265	3833	2762							
ychH	279	64844	68823	32791	21714	20274	36749							
ychJ	459	1115	1057	1503	1308	1760	1591							
ychK	906	9425	7672	6398	6710	4893	6368							
ychM	1662	14459	21633	9162	7037	7207	10540							
ychN	354	892	982	1630	906	1609	1257							
ychP	1425	2107	3755	7243	2808	2625	4054							
yciA	402	140	165	224	227	200	168							
yciB	540	2485	2319	3757	4002	2091	2666							
yciC	744	2560	2646	4167	5195	3695	3224							
yciE	507	4131	6022	2070	51	89	66							
yciF	504	2986	3735	1272	33	92	67							
yciG	183	5974	9477	3820	27	67	33							
yciH	327	419	232	249	347	378	233							
yciI	297	1069	1148	2411	3678	3979	2562							
yciK	762	234	290	634	810	943	594							
yciL	876	938	1351	1402	1748	1135	1267							
yciM	1116	5817	6723	7248	5448	7939	5017							
yciN	252	2141	1678	2703	1640	3798	2312							
yciO	621	1788	1881	1975	1685	1403	2108							
yciR	1983	1551	948	802	386	673	836							
yciS	309	1726	1841	2146	1765	2653	1962							
yciT	753	2042	1573	2540	1647	2267	3437							
yciW	1134	426	427	460	370	390	340							
ycjE	299	371	296	507	342	207	274							
ycjF	1062	855	673	979	1437	1052	1080							
ycjG	966	720	824	712	599	431	472							
ycjI	729	687	832	753	1065	593	551							
ycjX	1404	1412	1078	1926	2909	2832	2260							
ydaA	948	23639	29699	27417	19526	16243	27115							
ydaL	564	1337	1189	2112	1300	1193	1633							
ydaO	936	514	630	714	1406	896	818							
ydbH	2637	1661	1922	1870	3228	2606	1374							
ydbL	324	343	496	556	550	353	483							
ydcF	801	810	865	1001	835	586	1145							
ydcI	924	953	1041	587	141	101	212							
ydcK	981	1630	1248	762	350	434	713							
ydcN	537	283	297	357	294	299	274							
ydcP	1965	1386	1467	2024	2893	1822	1285							
ydcR	1425	775	981	1384	1943	981	750							
ydcW	1446	3374	2973	1300	970	727	464							
ydcX	264	2078	1748	3101	3035	4369	3301							
ydcY	234	121	106	194	239	286	288							
ydcZ	450	107	100	141	140	100	218							
yddE	894	1167	1486	2208	2274	1883	1928							
yddG	825	424	371	537	312	374	592							
yddX	216	336	563	551	23	83	266							
ydeA	1191	489	565	635	351	318	414							
ydeD	903	540	444	606	537	265	520							
ydeE	1188	627	588	634	615	639	746							
ydeI	393	3256	4126	2315	116	255	219							
ydeJ	528	664	640	317	30	70	58							
ydeV	1593	15674	11340	5094	605	7739	18984							
ydeW	960	35056	17170	6919	2340	24154	29335							
ydeY	1044	18643	15744	9745	728	6417	24299							
ydeZ	1002	20462	15991	10040	579	7040	29053							
ydfG	747	1585	1900	3582	6423	4518	4408							
ydfH	687	2078	2372	3259	4111	3693	3313							
ydfI	1467	519	654	676	350	389	534							
ydfZ	204	8365	5028	7385	2169	11694	3737							
ydgA	1509	8571	10531	5141	4790	3237	3023							
ydgC	336	85	58	102	64	61	79							
ydgH	945	2464	2250	3609	9103	4717	4252							
ydgI	1383	222	213	265	520	387	251							
ydgJ	1041	970	1011	1284	1602	1019	1127							
ydgK	441	2677	3391	4816	6231	4213	3538							
ydgT	231	1054	1352	1925	4041	3034	1363							
ydhA	330	792	849	2227	1743	5544	2874							
ydhB	933	219	193	182	188	231	235							
ydhC	1206	767	1175	1837	3460	4580	589							
ydhD	348	3665	4174	6780	9803	9255	4553							
ydhE	1374	2536	2135	1762	1376	1066	1086							
ydhF	897	1800	1509	1709	4080	2496	1852							
ydhI	237	688	479	492	325	869	767							
ydhJ	897	1247	1193	1246	922	1082	1058							
ydhL	240	412	375	129	65	53	108							
ydhM	600	374	356	320	377	439	328							
ydhO	855	1528	1115	1121	1248	2606	1564							
ydiA	834	1840	1892	2099	1090	1278	3189							
ydiB	867	266	111	179	83	155	322							
ydiD	1641	1062	1265	1605	1158	1094	1638							
ydiE	192	268	319	163	100	74	78							
ydiF	1596	98	68	38	54	32	44							
ydiH	228	10592	9025	15205	5215	16491	13842							
ydiJ	3057	3177	4033	6322	7728	5638	6864							
ydiK	1119	1547	1325	729	616	514	553							
ydiL	360	170	89	109	63	217	126							
ydiM	1212	291	190	298	44	179	259							
ydiN	1236	147	52	99	12	41	47							
ydiO	1152	487	419	516	117	219	458							
ydiP	891	118	81	118	44	73	164							
ydiQ	765	78	80	102	92	102	89							
ydiR	936	152	305	311	331	209	109							
ydiS	1287	101	146	190	143	143	113							
ydiT	294	47	46	65	43	55	54							
ydiU	1443	3585	4092	1257	1136	432	597							
ydiV	714	1423	1364	1089	595	600	784							
ydiY	759	1222	861	1348	1799	1100	854							
ydiZ	291	791	734	568	310	272	589							
ydjA	552	628	823	925	660	515	1066							
ydjM	600	325	308	208	161	190	202							
ydjN	1392	904	828	938	877	1160	779							
yeaA	444	3146	2134	2089	1930	3577	3284							
yeaB	579	207	233	276	307	259	198							
yeaC	279	2323	1705	1243	1207	1849	2317							
yeaD	885	811	857	1068	4352	1552	1057							
yeaG	1935	85140	65313	10364	1714	3083	2743							
yeaH	1287	15863	14015	3688	1272	1629	2397							
yeaJ	1494	2857	1951	2872	1118	2966	2131							
yeaK	519	736	669	1201	761	1337	1210							
yeaL	447	421	324	381	440	415	363							
yeaM	795	556	501	449	157	258	299							
yeaN	1185	208	215	185	146	93	138							
yeaO	348	1253	1161	1272	1018	875	1234							
yeaQ	249	9078	6488	5012	289	1228	508							
yeaR	363	170	140	221	179	268	167							
yeaS	639	3460	3500	6039	5465	3852	5401							
yeaZ	696	320	630	609	919	429	431							
yebA	1320	3757	4889	8462	15926	9296	5759							
yebB	600	107	171	143	121	164	151							
yebC	741	1653	1956	2496	4852	2909	1944							
yebE	660	8324	8175	7981	16546	4802	2126							
yebF	354	4628	5358	3298	872	515	383							
yebG	291	4428	3935	4554	1513	699	835							
yebK	870	2777	2039	1959	2695	1827	2145							
yebN	621	278	428	1088	839	657	274							
yebR	585	2389	2339	2087	2654	2287	2251							
yebS	1284	2943	3450	2061	2409	1746	1840							
yebU	1440	462	564	715	893	725	544							
yebW	192	875	833	478	182	208	312							
yecA	666	6358	5400	8442	5852	7952	11635							
yecC	753	569	704	729	444	363	345							
yecD	567	705	694	419	657	475	303							
yecE	819	326	325	195	297	267	153							
yecF	225	579	829	799	636	928	645							
yecG	429	1304	1648	1945	1738	1285	2563							
yecH	240	188	210	398	761	817	248							
yecM	570	156	204	254	439	303	226							
yecN	396	1233	1252	1381	1565	1438	1657							
yecO	744	1045	930	1403	1621	1213	980							
yecP	972	931	920	1419	1513	1266	1078							
yecS	669	656	883	671	526	410	451							
yedA	921	164	122	143	258	173	237							
yedD	414	216	231	239	411	203	178							
yedE	1266	223	176	202	767	304	81							
yedF	234	136	101	101	343	130	65							
yedI	912	766	876	896	814	639	783							
yedJ	696	753	859	618	460	332	487							
yedO	987	739	1137	801	514	511	516							
yedP	816	1273	1138	448	91	153	163							
yeeA	1059	2989	2917	3155	2453	2311	1505							
yeeF	1365	1655	1322	2615	4733	3157	1929							
yeeI	798	11137	6275	9988	8582	10276	13432							
yeeN	726	4811	2002	2464	5662	28167	10339							
yeeO	1458	1536	1583	1196	1118	934	1061							
yeeX	336	8787	5915	10979	18912	19356	9635							
yeeY	915	2452	2589	1303	759	619	1395							
yeeZ	825	2251	2313	1185	1033	1088	2001							
yegB	1413	735	904	1230	932	605	501							
yegD	1353	26	25	36	104	50	43							
yegE	2991	1208	1553	1271	1671	1288	1215							
yegH	1581	2059	1872	1791	977	1386	1664							
yegN	3123	211	290	232	444	364	217							
yegO	3081	434	558	453	702	530	423							
yegQ	1362	1229	1137	1630	1822	1471	1047							
yegS	901	1572	1538	1109	391	516	721							
yegT	1272	769	501	590	449	712	428							
yegU	1005	209	296	298	430	409	210							
yegV	861	112	110	147	186	176	133							
yegW	747	757	829	1049	837	761	841							
yehE	282	157	78	164	97	191	80							
yehR	459	318	299	298	105	207	632							
yehS	468	1240	1280	1645	1414	1419	1352							
yehT	720	1571	1473	2600	3708	3516	1750							
yehU	1686	1544	1411	2507	3331	3794	1251							
yehV	732	4464	3451	969	229	512	724							
yehW	732	596	738	334	155	123	238							
yehX	948	775	1380	565	191	165	137							
yehY	1170	953	1166	456	129	149	80							
yehZ	918	3608	3046	881	197	241	112							
yeiA	1236	2508	2136	5459	809	1830	6409							
yeiB	1143	388	569	532	808	484	484							
yeiE	864	1294	1315	1132	896	967	1308							
yeiG	858	948	1198	1353	1203	938	849							
yeiH	1050	730	1008	1139	352	454	563							
yeiR	987	655	822	882	1133	875	1052							
yeiU	720	849	1114	1492	1741	1182	946							
yejA	1806	2037	2141	2014	1823	1926	2277							
yejB	1095	1313	1701	1518	1907	1284	1420							
yejE	1026	669	1080	953	1187	995	990							
yejF	1590	1398	1992	1681	2003	1661	1906							
yejG	345	2157	2195	1255	1345	1353	1928							
yejH	1761	505	692	913	999	821	851							
yejK	1008	1931	1652	3148	3566	4064	3131							
yejL	228	1535	1255	1891	1722	2491	1423							
yejM	1761	3183	3712	4914	5120	4621	3131							
yfaE	255	188	242	361	615	378	320							
yfaO	426	762	709	980	1596	1779	1262							
yfaV	1290	714	789	1087	629	979	960							
yfaW	1218	2604	1863	2228	1777	2398	2413							
yfaX	783	739	428	634	429	702	926							
yfaZ	648	256	272	251	2334	1529	253							
yfbB	759	300	446	757	1717	1310	500							
yfbE	1158	360	828	1112	2738	1287	1265							
yfbG	1983	990	2134	4054	13473	4436	4579							
yfbK	1791	1050	1491	1800	303	322	351							
yfbQ	1215	2362	1718	3076	4657	6446	4039							
yfbS	1827	925	1239	2158	3858	2031	2341							
yfbT	678	1283	1664	3158	6232	2236	3077							
yfbU	495	1511	1708	3101	5919	3271	3032							
yfcA	810	478	538	622	1157	1037	448							
yfcB	933	695	683	1119	2361	1837	887							
yfcC	1521	411	406	651	1561	1188	438							
yfcE	552	1145	814	1066	1379	1261	822							
yfcF	645	704	645	779	622	580	652							
yfcG	648	1243	801	475	272	325	201							
yfcH	894	933	901	580	485	384	578							
yfcL	276	201	267	291	761	706	377							
yfcM	549	245	310	435	871	901	378							
yfcN	552	852	907	917	1382	1055	966							
yfcZ	285	2802	3822	7531	11297	13226	6479							
yfdC	942	4354	3726	1175	359	482	686							
yfdH	927	337	148	269	429	3701	552							
yfdZ	1239	3477	2633	2473	1696	1888	3091							
yfeA	2190	1383	1233	2080	2036	1972	1523							
yfeC	363	8061	5476	8627	6305	21759	12591							
yfeD	393	8244	5314	7493	5225	15735	10638							
yfeH	999	423	379	601	1072	899	539							
yfeJ	720	336	439	480	422	614	603							
yfeK	384	164	249	201	720	1555	404							
yfeN	762	349	213	168	20	71	139							
yfeR	927	352	145	118	50	95	147							
yfeZ	450	219	218	239	267	216	136							
yffB	357	407	388	517	272	467	620							
yffH	576	553	578	965	559	1244	1280							
yfgA	1005	1521	2385	3011	3441	2558	2687							
yfgB	1167	2544	2704	3692	6075	5253	2656							
yfgD	360	294	319	374	673	767	349							
yfgE	726	1316	1545	1992	2868	2350	1728							
yfgJ	222	106	87	142	407	160	137							
yfgL	1179	2101	3042	4505	11796	7258	4637							
yfgM	621	880	1382	2027	5258	3288	2099							
yfhA	1338	1045	1229	1661	2247	1656	1350							
yfhB	636	1665	2005	1306	1492	1090	1187							
yfhC	552	415	497	293	315	206	240							
yfhD	1545	580	661	731	782	824	695							
yfhG	765	795	771	911	1159	1048	669							
yfhH	849	96	69	131	122	116	109							
yfhJ	201	352	509	754	1375	951	938							
yfhK	1443	1201	1158	1783	1931	1526	1275							
yfhL	261	269	391	440	431	468	486							
yfhP	495	894	905	1229	1542	1247	1325							
yfiA	339	130314	63250	74768	70596	270678	196569							
yfiC	738	450	513	585	830	757	640							
yfiD	384	33133	17496	42943	35752	46028	29007							
yfiE	900	930	1076	1639	762	1224	1782							
yfiF	1038	530	591	431	1443	801	552							
yfiH	732	4702	4596	3270	3738	2320	2280							
yfiK	588	503	576	867	723	444	572							
yfiM	324	393	514	469	656	753	767							
yfiN	1221	815	957	1796	1911	1482	1899							
yfiO	738	2741	3208	4849	14098	9773	4316							
yfiP	681	675	538	865	927	1198	680							
yfiQ	2661	14299	12821	11275	10009	12102	11853							
yfiR	519	585	770	1558	1729	1513	1484							
yfjD	1200	1268	1685	2580	3149	2127	1843							
yfjF	291	1122	1164	1417	925	948	1477							
yfjG	477	2889	2557	3799	2334	2335	3838							
ygaA	1521	602	522	336	126	271	248							
ygaC	351	3017	2560	3739	3483	5424	4772							
ygaD	498	248	192	189	803	266	181							
ygaE	678	649	1073	699	66	60	97							
ygaF	1269	131	109	34	42	31	23							
ygaM	339	5612	5500	3329	291	1179	498							
ygaP	528	243	257	313	281	234	239							
ygaU	450	30727	23598	11524	790	1641	619							
ygbA	345	98	57	101	137	163	139							
ygbD	1134	51	56	100	108	113	69							
ygbE	357	278	260	324	497	241	161							
ygbF	297	562	526	826	1242	1632	1925							
ygbI	765	353	212	246	487	407	468							
ygbJ	924	94	73	52	459	92	196							
ygbK	1263	165	135	47	803	115	344							
ygbL	639	136	130	38	499	115	281							
ygbM	777	172	177	97	677	141	467							
ygcB	2664	2648	1647	4175	2032	4448	4627							
ygcF	672	8197	7319	7075	5890	6092	7011							
ygcH	651	241	322	500	581	914	995							
ygcY	1341	184	194	221	2028	3866	4517							
ygdB	408	60	54	82	121	122	93							
ygdD	396	361	526	678	629	425	440							
ygdE	1101	1886	1947	3081	2912	2105	2220							
ygdH	1365	6053	6460	7964	13998	7751	11564							
ygdI	228	29284	24298	24272	2603	6174	2568							
ygdK	444	139	205	212	384	253	151							
ygdL	807	481	493	741	661	604	390							
ygdP	531	5368	5711	6590	7664	5464	7563							
ygdQ	714	1330	1438	2177	2475	2356	1211							
